Nr.,Province,Town,Name of climb,AVG,SUP,MAX,HEI,DIS,PNT,RANK,T,PAVE,Equal%,#climbs,#kmClimbs
533,Liege,Marchin,Côte d'Ereffe,5.9,10,12,130,2200,135,423,,,,68.06,149.74
534,Liege,Marchin,Côte de State,10.9,14,15,87,800,147,333,,,,101.70,81.36
535,Liege,Marchin,Thier de Huy,10.8,17,19,151,1400,272,29,,,,58.60,82.03
536,Liege,Marchin,Vieux Thier de Huy-Sud,10.1,16,22,71,700,128,487,,,,124.62,87.23
537,Namur,Marchovelette,Chemin des Blés,7.9,12,12,55,700,71,907,,,,160.87,112.61
538,Hainaut,Marcinelle,Côte Saint-Nicolas,4.9,13,17,94,1900,112,607,(x),x,,94.13,178.84
539,Luxemburg,Marcourt,Côte du Douaire,6.6,14,16,96,1450,109,625,,,,92.17,133.64
540,Luxemburg,Marcourt,Le Gros Thier,5.8,11,12,150,2600,170,217,x,,,58.99,153.37
541,Luxemburg,Marcourt,Les Planesses,7.1,10,11,107,1500,121,538,,,,82.69,124.04
542,Luxemburg,Martelange,Rue de l'Église,10.8,13,15,70,650,123,528,,(x),,126.40,82.16
543,Luxemburg,Martelange,Rue de la Harot,10.3,15,16,62,600,132,447,(x),(x),,142.71,85.63
544,Luxemburg,Martelange,Côte de la Schock,8.8,11,12,84,950,109,626,,,,105.33,100.07
545,Luxemburg,Masbourg,Le Stoquache,7.7,12,14,146,1900,182,172,,,,60.60,115.15
546,Namur,Matagne-la-Grande,Côte du Sacré-Coeur,8.0,14,16,88,1100,122,531,,,,100.55,110.60
547,Namur,Mazée,Côte du Moulin de Mazée,7.3,14,15,176,2400,242,50,,,,50.27,120.65
548,Namur,Méan,Gros Chêne,4.5,8,9,159,3500,140,382,,,,55.65,194.77
549,Namur,Méan,Les Scleys,6.2,13,15,118,1900,179,181,x,,,74.98,142.47
550,Luxemburg,Meix-devant-Virton,Côte du Haut-Chemin,5.9,10,12,77,1250,84,837,,,,114.91,143.64
551,Oost-Vl,Melden,Koppenberg,10.8,18,22,65,600,172,205,,x,,136.12,81.67
552,Brabant wallon,Mellery,Côte de l'Abbaye,3.5,9,10,70,2000,102,695,,x,,126.40,252.80
553,Brabant wallon,Mellery,Drève du Tumulus,6.8,13,14,54,800,71,908,,,,163.85,131.08
554,Liege,Meyerode,Der Alesberg,4.9,8,9,88,1800,70,913,,,,100.55,180.98
555,Liege,Meyerode,Steigung von Herresbach,6.2,11,12,106,1700,118,557,,,,83.47,141.90
556,Luxemburg,Mirwart,La Blanche Virée,4.8,14,15,177,3700,209,101,,,,49.99,184.96
557,Luxemburg,Mirwart,Les Hazeilles,6.0,16,18,146,2400,231,59,,,,60.60,145.45
558,Oost-Vl,Moerbeke,Bosberg,5.0,11,11,68,1350,79,872,,x,,130.12,175.66
559,Liege,Moha,Les Communes,10.0,13,15,70,700,119,551,,,,126.40,88.48
560,Luxemburg,Moircy,Côte du Bois de Lambert Fayi,4.5,8,9,127,2800,87,814,,,,69.67,195.07
561,Hainaut,Mons,Côte de la Grand-Place,7.4,14,16,37,500,81,851,,x,,239.14,119.57
562,Liege,Mons-lez-Liège,Le Paradis,7.8,19,21,78,1000,154,296,,x,,113.44,113.44
563,Liege,Mons-lez-Liège,Rue Tavalle,7.3,10,10,88,1200,94,760,,,,100.55,120.65
564,Luxemburg,Mont,La Longue Virée,4.6,9,10,148,3200,116,569,,,,59.78,191.31
565,Luxemburg,Mont,Côte de Wilogne,7.0,10,11,105,1500,105,670,,,,84.27,126.40
566,Hainaut,Montigny-le-Tilleul,Faubourg Saint-Lazare,5.9,14,15,85,1450,113,593,,,,104.09,150.94
567,Hainaut,Montigny-le-Tilleul,Côte de Landelies,8.4,10,11,71,850,93,773,,,,124.62,105.93
568,Luxemburg,Montleban,Côte de Lomré,4.2,8,8,133,3200,101,707,,,,66.53,212.88
569,Hainaut,Montreuil-au-Bois,Trou Robin,8.8,13,17,44,500,69,926,,,,201.09,100.55
570,Hainaut,Mont-de-l'Enclus,Le Mont de l'Enclus,5.7,13,15,113,2000,156,287,,,,78.30,156.60
571,Namur,Mont-Gauthier,Côte de Mont-Gauthier,4.9,9,10,83,1700,81,852,,,,106.60,181.22
572,Hainaut,Mont-Ste-Aldegonde,La Jonquière,4.1,14,16,41,1000,60,958,,,,215.80,215.80
573,Hainaut,Mont-Saint-Aubert,Col de la Croix-Jubaru,5.6,7,7,75,1350,61,951,,,x,117.97,159.26
574,Hainaut,Mont-Saint-Aubert,Mont-Saint-Aubert Sud-Est,6.7,11,12,121,1800,125,507,,,,73.12,131.62
575,Hainaut,Mont-Saint-Aubert,Mont-Saint-Aubert Sud-Ouest,5.2,14,17,125,2400,141,373,,,,70.78,169.88
576,Brabant wallon,Mont-Saint-Guibert,Côte des Trois Burettes,4.8,15,19,63,1300,97,738,,(x),,140.44,182.58
577,Hainaut,Morlanwelz-Mariemont,Le Plateau Warocqué,4.1,13,15,77,1900,131,460,,x,,114.91,218.33
578,Luxemburg,Mormont,Grande-Terre,9.4,13,14,118,1300,173,202,x,,,74.98,97.48
579,Luxemburg,Mormont,Côte d'Hoursine,7.4,13,15,162,2200,193,134,x,,,54.62,120.16
580,Luxemburg,Mormont,Côte de Mormont,4.5,11,11,153,3400,144,356,,,,57.83,196.62
581,Luxemburg,Muno,Côte de Muno,6.3,9,9,157,2500,145,348,,,x,56.36,140.89
582,Luxemburg,Musson,La Croix de l'Homme,7.6,13,14,140,1850,171,214,x,,,63.20,116.92
583,Luxemburg,Nadrin,Côte de Nadrin,4.6,7,7,153,3300,107,645,,,x,57.83,190.84
584,Hainaut,Nalinnes,Côte de Pétria,6.1,11,11,91,1500,101,708,,x,,97.23,145.85
585,Namur,Namêche,Les Carrières Montigny,6.1,14,16,73,1200,105,671,,,,121.21,145.45
586,Namur,Namêche,Les Fermes,7.5,14,16,75,1000,124,519,,,,117.97,117.97
587,Namur,Namêche,Côte de Namèche,4.5,9,10,98,2200,86,820,,,,90.29,198.63
588,Namur,Namêche,Tienne à l'Erable,6.3,16,17,75,1200,114,586,,,,117.97,141.57
589,Namur,Namur,Chemin des Mélèzes,7.8,12,13,125,1600,156,288,,,,70.78,113.25
590,Namur,Namur,Route Merveilleuse,5.4,7,8,107,2000,94,761,,x,x,82.69,165.38
591,Namur,Namur,Route des Panoramas,5.1,6,7,128,2500,89,798,,,x,69.13,172.81
592,Namur,Namur,Rue du Travail,6.6,14,17,126,1900,142,368,,,,70.22,133.42
593,Namur,Namur,Avenue des Trieux,7.3,14,16,116,1550,146,341,,,,76.28,118.23
594,Namur,Naninne,Côte de Naninne,4.1,8,9,118,2900,96,743,,,,74.98,217.45
595,Luxemburg,Nassogne,Route Barrière de Champlon,4.2,6,7,163,3900,102,696,,,x,54.28,211.70
596,Luxemburg,Nassogne,Le Crawy,7.2,14,16,143,2000,179,182,,,,61.87,123.75
597,Luxemburg,Nassogne,Chemin de la Diglette,5.3,11,11,224,4200,216,88,,,,39.50,165.90
598,Luxemburg,Nassogne,Côte du Pré Lacroix,4.6,7,8,143,3100,106,660,,,,61.87,191.81
599,Namur,Natoye,Côte de Linni,6.6,17,20,66,1000,125,508,,,,134.06,134.06
600,Vl-Br,Vilvoorde,Paolaberg,6.7,11,13,37,550,46,994,,,,239.14,131.52
601,Brussel,Neder-over-heembeek,Trassersweg,4.4,10,11,44,1000,47,993,,,,201.09,201.09
602,Liege,Nessonvaux,Bois d'Olne,5.2,17,22,160,3100,229,61,,,,55.30,171.43
603,Liege,Nessonvaux,La Voie Collas,7.7,16,20,100,1300,146,342,,,,88.48,115.02
604,Brabant wallon,Nethen,Tienne Vincent,13.6,16,19,34,250,86,821,,,,260.24,65.06
605,Namur,Nettinne,La Croix-Maillard,5.5,14,15,55,1000,86,822,,,,160.87,160.87
606,Luxemburg,Neufchâteau,Côte l'Arbre de la Justice,5.7,11,11,63,1100,77,884,,,,140.44,154.49
607,Liege,Neufchâteau,Les Waides,8.3,13,14,108,1300,138,397,,,,81.93,106.50
608,Namur,Nismes,Le Fondry des Chiens,7.6,11,15,65,850,85,829,x,,,136.12,115.70
609,Brabant wallon,Nivelles,Mont Saint-Rock,5.3,12,15,37,700,64,943,,(x),,239.14,167.39
610,Luxemburg,Noirefontaine,Les Enclaves,13.5,16,18,149,1100,287,19,,,,59.38,65.32
611,Namur,Noiseux,Côte du Domaine de Stockeux,9.6,13,15,77,800,121,539,,,,114.91,91.93
612,Luxemburg,Nothomb,Lamichterberg-Est,5.1,11,12,154,3000,170,218,,,,57.45,172.36
613,Luxemburg,Nothomb,Lamichterberg-Sud,6.2,14,14,118,1900,142,369,,,,74.98,142.47
614,Oost-Vl,Nukerke,Kortekeer,6.6,12,15,66,1000,80,860,,,,134.06,134.06
615,Oost-Vl,Nukerke,Kuithol,9.2,16,18,46,500,88,802,,,,192.35,96.17
616,Luxemburg,Ochamps,Côte d'Ochamps,4.3,8,9,95,2200,81,853,,,,93.14,204.90
617,Luxemburg,Odeigne,Côte d'Odeigne,4.1,12,13,215,5200,193,135,,x,,41.15,214.00
618,Hainaut,Oeudeghien,Côte de Bousée,5.9,12,15,71,1200,88,803,,,,124.62,149.54
619,Namur,Oignies-en-Thiérache,Le Trou du Diable,5.0,10,11,256,5100,241,52,,,,34.56,176.27
620,Brabant wallon,Oisquercq,Le Bois d'Oisquercq,8.8,13,15,70,800,106,661,,(x),,126.40,101.12
621,Namur,Oizy,Côte Cornimont,6.9,10,12,179,2600,189,142,,,,49.43,128.52
622,Namur,Oizy,Côte de Gros-Fays,5.6,7,9,203,3600,157,279,,,x,43.59,156.91
623,Namur,Oizy,Côte de Maltournée,5.0,7,7,216,4300,151,319,,,x,40.96,176.14
624,Namur,Olloy-sur-Viroin,Côte la Taille des Agneaux,6.2,8,9,168,2700,160,264,,,x,52.67,142.20
625,Liege,Olne,Froidbermont,4.2,10,10,137,3300,122,532,,,,64.58,213.13
626,Liege,Olne,Froidheid,5.4,16,18,125,2300,172,206,,,,70.78,162.80
627,Liege,Olne,Côte de Hansez,8.5,15,21,136,1600,209,102,,,,65.06,104.09
628,Liege,Ombret-Rawsa,Les Communes,12.5,17,25,106,850,215,91,,,,83.47,70.95
629,Liege,Ombret-Rawsa,Thier d'Olne,10.4,13,17,47,450,100,717,,x,,188.26,84.71
630,Luxemburg,On,La Mouchonnière,7.2,11,13,79,1100,92,779,,,,112.00,123.20
631,Luxemburg,On,Tier d'Aussai,4.4,14,17,114,2600,134,432,,,,77.61,201.80
632,Namur,Orchimont,Côte du Flachis,6.1,13,14,121,2000,158,274,,,,73.12,146.25
633,Namur,Orchimont,Côte de Hérissart,4.8,8,9,218,4500,163,252,,,x,40.59,182.64
634,Namur,Orchimont,Côte d'Orchimont,5.3,15,24,137,2600,129,481,,,,64.58,167.92
635,Luxemburg,Ortho,Côte du Barrage Nisramont,4.6,7,8,148,3200,98,730,,,x,59.78,191.31
636,Luxemburg,Ortho,Côte du Pied Monti,6.4,18,21,179,2800,314,8,,,,49.43,138.40
637,Vl-Br,Ottenburg,Langeheide,6.7,12,15,47,700,91,785,,(x),,188.26,131.78
638,Oost-Vl,Oudenaarde,Achterberg,4.3,14,16,65,1500,83,840,,,,136.12,204.18
639,Oost-Vl,Oudenaarde,Ganzenberg,5.8,13,17,70,1200,87,815,,,,126.40,151.68
640,Oost-Vl,Oudenaarde,Varentberg,9.9,13,16,69,700,113,589,,,,128.23,89.76
641,Oost-Vl,Oudenaarde,Volkegemberg,6.8,11,12,54,800,70,914,,(x),,163.85,131.08
642,Oost-Vl,Oudenaarde,Wolvenberg,6.3,14,19,50,800,81,854,,(x),,176.96,141.57
643,Liege,Ougrée,Côte du Bol d'Air,5.1,22,24,190,3700,269,32,,(x),,46.57,172.30
644,Liege,Ougrée,Petite Commune,7.9,16,22,87,1100,159,267,x,,,101.70,111.87
645,Liege,Ougrée,Thier Laly,8.7,23,25,83,950,181,174,,x,,106.60,101.27
646,Oost-Vl,Overboelare,Boelarebos,8.0,9,11,48,600,58,966,,,,184.33,110.60
647,Oost-Vl,Overboelare,Overberg,8.0,14,15,48,600,88,804,,,,184.33,110.60
648,Vl-Br,Overijse,Hengstenberg,3.9,14,18,54,1400,100,718,,x,,163.85,229.39
649,Vl-Br,Overijse,Kardaan,13.3,24,25,30,225,91,786,,x,,294.93,66.36
650,Vl-Br,Overijse,Moskesstraat,8.9,16,17,49,550,96,744,,x,,180.57,99.31
651,Vl-Br,Overijse,Speelberg,10.5,18,19,34,325,91,787,,,,260.24,84.58
652,Vl-Br,Overijse,Terspout,13.2,16,18,33,250,80,861,,,,268.12,67.03
653,Namur,Patignies,Côte de Patignies,5.0,12,17,110,2200,95,752,,,,80.44,176.96
654,Hainaut,Pâturages,Rue à Paniers,9.3,14,18,37,400,65,941,,,,239.14,95.65
655,Hainaut,Pâturages,Tienne du Dragon,13.6,16,20,34,250,107,646,,x,,260.24,65.06
656,Hainaut,Pâturages,Tierne Carion,7.3,12,14,44,600,60,959,,,,201.09,120.65
657,Liege,Pepinster,Côte de Chêne,7.8,13,18,78,1000,101,709,,,,113.44,113.44
658,Liege,Pepinster,Côte de Chinheid,10.1,15,17,86,850,139,392,,,,102.88,87.45
659,Liege,Pepinster,Côte de Cornesse,9.4,13,15,137,1450,199,125,,,,64.58,93.65
660,Liege,Pepinster,Côte de Drolenval,11.3,15,20,135,1200,231,62,,,,65.54,78.65
661,Liege,Pepinster,Le Nid d'Aguesses,8.6,18,20,155,1800,297,15,,x,,57.08,102.75
662,Liege,Pepinster,La Saute,9.2,14,16,92,1000,142,370,x,,,96.17,96.17
663,Liege,Pepinster,Côte de Tancrémont,5.3,7,7,159,3000,116,570,,,x,55.65,166.94
664,Namur,Pessoux,L'Étoile,5.3,10,11,85,1600,94,762,,,,104.09,166.55
665,Namur,Pétigny,La Croix des Cheniats,7.0,12,14,140,2000,167,232,,,,63.20,126.40
666,Namur,Pétigny,Les Monts,6.1,11,12,61,1000,76,887,,,,145.05,145.05
667,Liege,Petit-Rechain,Thier d'Hodimont,5.7,9,10,120,2100,130,471,,,,73.73,154.84
668,Luxemburg,Petit-Thier,Côte de Petit-Thier,7.1,12,13,132,1850,142,371,,,,67.03,124.01
669,Brabant wallon,Piétrebais,Sur les Tiennes,5.9,15,18,47,800,87,816,,,,188.26,150.60
670,Liege,Polleur,Côte de Sassor,4.6,9,9,132,2800,117,561,,,,67.03,187.68
671,Hainaut,Pont-de-Loup,Rue de la Pairelle,5.9,11,12,77,1300,80,862,,,,114.91,149.38
672,Liege,Poulseur,Côte de Sart,6.7,13,14,168,2500,180,177,x,,,52.67,131.67
673,Namur,Presgaux,Côte du Grand Pont,5.3,6,7,95,1800,70,915,,,,93.14,167.65
674,Namur,Purnode,La Goëtte,4.7,15,18,135,2900,146,343,x,x,,65.54,190.07
675,Liege,Queue-du-Bois,Côte de Bellaire,5.7,12,13,159,2800,164,247,,,,55.65,155.81
676,Liege,Queue-du-Bois,Côte des Heids,10.6,16,17,85,800,152,312,,,,104.09,83.28
677,Luxemburg,Rachecourt,Côte du Trou du Beau Bois,6.9,10,11,62,900,70,916,,,,142.71,128.44
678,Liege,Rahier,Côte de Xhierfomont,5.7,8,8,170,3000,140,383,,,x,52.05,156.14
679,Liege,Ramet,Côte du Fays,7.2,12,13,115,1600,125,509,,,,76.94,123.10
680,Liege,Ramet,Route de France,5.2,7,7,160,3100,115,573,,,x,55.30,171.43
681,Liege,Ramet,La Haute-Rochette,7.0,13,16,116,1650,146,344,,,,76.28,125.86
682,Liege,Ramet,Route Napoléon,8.3,14,16,91,1100,132,448,x,,,97.23,106.95
683,Liege,Recht,Steigung von Feckelsborn,6.4,9,10,148,2300,145,349,,,,59.78,137.50
684,Liege,Recht,In der Grof,10.7,13,14,80,750,128,488,x,,,110.60,82.95
685,Luxemburg,Redu,Le Ry des Glands,5.1,6,7,210,4100,143,362,,,x,42.13,172.75
686,Luxemburg,Redu,Le Tournant des Tchaurs,8.4,10,12,92,1100,110,620,,,,96.17,105.79
687,Luxemburg,Remagne,Route de Tillet,5.1,10,12,72,1400,71,909,,,,122.89,172.04
688,Limburg,Remersdaal,Helling van Zinnick,5.2,8,9,94,1800,78,879,,,x,94.13,169.43
689,Luxemburg,Rendeux,Côte de Chaieneu,8.7,15,17,104,1200,174,200,,,,85.08,102.09
690,Luxemburg,Rendeux,Côte de la Noblesse,7.2,16,18,93,1300,141,374,,,,95.14,123.68
691,Luxemburg,Rendeux,Thier des Laids Prés,7.9,14,16,107,1350,150,324,,,,82.69,111.63
692,Luxemburg,Rendeux,Côte de Waharday-Nord-Est,4.9,12,14,157,3200,164,248,,,,56.36,180.34
693,Luxemburg,Rendeux,Côte de Waharday-Sud,6.3,12,12,114,1800,135,424,,,,77.61,139.71
694,Luxemburg,Resteigne,Chemin du Bois,6.4,10,10,173,2700,171,215,,,,51.14,138.09
695,Liege,Reuland,Alerberg,8.4,15,17,151,1800,232,56,,,,58.60,105.47
696,Liege,Reuland,Hiereberg,8.2,13,15,156,1900,202,115,,,,56.72,107.76
697,Liege,Reuland,Klöppelsheck,10.1,15,18,141,1400,217,85,,,,62.75,87.85
698,Liege,Reuland,Ourberg,6.2,14,16,136,2200,184,164,,,,65.06,143.13
699,Liege,Reuland,Steigung von Ouren,7.5,15,19,172,2300,259,41,,,,51.44,118.32
700,Liege,Reuland,Steigung von Reuland,10.9,16,18,120,1100,203,112,,,,73.73,81.11
701,Liege,Reuland,Steinkopf-Nord,6.6,12,15,145,2200,172,207,,,,61.02,134.25
702,Liege,Reuland,Steinkopf-West,7.1,13,14,141,2000,212,98,,,,62.75,125.50
703,Namur,Rienne,Tienne du Long Pré,6.1,9,10,119,1950,103,686,,,x,74.35,144.99
704,Namur,Rivière,Mur des Sept Meuses-Est,10.1,16,20,171,1700,291,17,x,,,51.74,87.96
705,Namur,Rivière,Côte des Sept Meuses-Nord,6.4,10,12,160,2500,163,253,x,,,55.30,138.25
706,Luxemburg,Robelmont,Côte de Robelmont,4.4,11,12,110,2500,121,540,,,,80.44,201.09
707,Liege,Robertville,Côte d'Ovifat,5.7,9,10,130,2300,124,520,,,,68.06,156.54
708,Namur,Rochefort,La Martinette,6.4,9,10,96,1500,100,719,,,,92.17,138.25
709,Namur,Rochefort,Sur Sohère,4.8,10,14,120,2500,113,594,,,,73.73,184.33
710,Namur,Rochefort,Thier Falises,7.3,12,14,102,1400,122,533,,,,86.75,121.44
711,Luxemburg,Rochehaut,Côte de Rochehaut I,4.5,6,7,230,5100,146,345,,,x,38.47,196.19
712,Luxemburg,Rochehaut,Côte de Rochehaut II,4.4,18,20,230,5200,226,65,,,,38.47,200.04
713,Liege,Rocherath,Steigung von Krinkelt,6.4,10,11,58,900,61,952,,,,152.55,137.30
714,Hainaut,Roisin,Côte du Caillou qui bique,4.8,8,9,62,1300,65,942,,,,142.71,185.52
715,Hainaut,Roisin,Côte de Meaurain,5.4,9,10,59,1100,107,647,,x,,149.97,164.96
716,Liege,Romsée,Rue Adolphe Dumont,7.6,11,11,175,2300,200,122,,,,50.56,116.29
717,Liege,Romsée,Côte du Bois de Beyne,6.2,18,22,168,2700,279,26,,,,52.67,142.20
718,Liege,Romsée,Côte de Bouny,5.3,11,14,171,3200,165,244,,,,51.74,165.58
719,Liege,Romsée,La Haie des Loups,8.2,18,21,173,2100,271,31,,,,51.14,107.40
720,Liege,Romsée,Côte de Romsée,4.1,6,6,156,3800,101,710,,,,56.72,215.53
721,Liege,Romsée,Thier des Gottes,10.2,16,18,61,600,107,648,,,,145.05,87.03
722,Hainaut,Ronquières,Charly-des-Bois,6.1,11,12,92,1500,109,627,,,,96.17,144.26
723,Hainaut,Ronquières,Côte de Combreuil,7.6,14,16,38,500,73,901,,,,232.84,116.42
724,Hainaut,Ronquières,Côte de Henripont,4.9,11,12,59,1200,58,967,,,,149.97,179.96
725,Hainaut,Ronquières,Mon Idée,5.2,10,11,78,1500,88,805,,,,113.44,170.15
726,Oost-Vl,Ronse,Fortuinberg/Kanarieberg,7.4,13,18,81,1100,104,683,,,,109.23,120.16
727,Oost-Vl,Ronse,Groeneweg,4.4,11,13,87,2000,102,697,,x,,101.70,203.40
728,Oost-Vl,Ronse,Kruisberg,4.8,8,9,87,1800,67,935,,,,101.70,183.06
729,Oost-Vl,Ronse,Spinessenberg/Fiertelmeers,12.0,16,17,60,500,118,558,,,,147.47,73.73
730,Oost-Vl,Ronse,Spinessenberg/Kapellestraat,5.8,11,13,73,1250,93,774,,,,121.21,151.51
731,Vl-Br,Roosdaal,Puttenberg [Ledeberg],5.1,11,12,41,600,58,968,,x,,215.80,129.48
732,Vl-Br,Roosdaal,Tuitenberg,7.1,12,15,50,700,79,873,,,,176.96,123.87
733,Brabant wallon,Rosières,Côte du Lac de Genval,8.4,13,14,42,500,88,806,,x,,210.67,105.33
734,Brabant wallon,Rosières,Rue du Moulin,9.3,13,15,44,475,87,817,x,x,,201.09,95.52
735,Liege,Rouvreux,Côte de Florzé,5.6,8,8,180,3200,137,403,,,x,49.16,157.30
736,Liege,Rouvreux,Côte de Gotale,6.9,11,13,180,2600,184,165,,,,49.16,127.80
737,Liege,Rouvreux,Le Ravin de Nierbonchera,7.2,11,13,180,2500,185,159,,,,49.16,122.89
738,Luxemburg,Roy,Côte de Charneux,5.2,12,15,110,2100,123,529,,,,80.44,168.92
739,Luxemburg,Roy,Côte de Grimbiémont,7.7,14,18,85,1100,129,482,,,,104.09,114.50
740,Luxemburg,Roy,Côte de Nolaumont,4.0,7,8,137,3400,92,780,,,x,64.58,219.59
741,Luxemburg,Roy,Côte du Zéro,3.7,9,10,130,3500,129,483,x,x,,68.06,238.22
742,Luxemburg,Ruette,Côte du Bois de la Core,6.9,15,18,138,2000,221,75,x,x,,64.12,128.23
743,Luxemburg,Ruette,Côte de Borgne Trou,5.3,6,6,126,2400,90,793,,,x,70.22,168.53
744,Luxemburg,Ruette,Le Mont Magin,11.9,16,17,89,750,166,238,x,,,99.42,74.56
745,Hainaut,Saint-Denis-lez-Mons,La Haute Folie,7.1,10,10,57,800,66,939,,,,155.23,124.18
746,Hainaut,Saint-Denis-lez-Mons,Côte de Saint-Denis,6.5,11,13,39,600,49,991,,,,226.87,136.12
747,Liege,Saint-Georges-sur-Meuse,Côte de Stockay,6.5,13,16,128,1950,139,393,,,,69.13,134.79
748,Liege,Saint-Georges-sur-Meuse,Thier Riga,9.0,20,22,126,1400,208,103,,,,70.22,98.31
749,Luxemburg,Saint-Hubert,Côte d'Arville,3.5,10,12,215,6100,181,175,,,,41.15,251.04
750,Luxemburg,Saint-Hubert,La Blanche Fagne,5.4,18,20,161,3000,206,107,,,,54.96,164.87
751,Luxemburg,Saint-Hubert,Côte du Cheval de Bois,7.1,15,16,227,3200,287,20,,,,38.98,124.73
752,Luxemburg,Saint-Hubert,Côte Fourneau Saint-Michel,6.7,13,14,227,3400,266,35,,,,38.98,132.53
753,Luxemburg,Saint-Hubert,Côte de Hurtebise,3.9,9,11,172,4400,134,433,,,,51.44,226.34
754,Namur,Saint-Marc,Vieille Montagne,5.3,13,15,90,1700,103,687,,,,98.31,167.13
755,Luxemburg,Saint-Mard,Côte de la Cambuse,5.4,10,10,185,3400,183,168,,,,47.83,162.61
756,Liege,Saint-Nicolas,Rue Baltus,9.4,17,22,75,800,135,425,,,,117.97,94.38
757,Liege,Saint-Nicolas,Rue Bordelais,7.6,11,13,106,1400,127,494,,,,83.47,116.86
758,Liege,Saint-Nicolas,Rue Lhoneux,9.2,15,15,83,900,130,461,,,,106.60,95.94
759,Hainaut,Saint-Sauveur,Beau-Site-Nord-Ouest,8.4,12,13,84,1000,109,628,,,,105.33,105.33
760,Hainaut,Saint-Sauveur,Beau-Site-Sud-Ouest,7.8,16,17,93,1200,159,268,,x,,95.14,114.17
761,Hainaut,Saint-Sauveur,La Croisette,5.2,8,8,90,1750,70,917,,,,98.31,172.04
762,Hainaut,Saint-Sauveur,Le Grinquier-Ouest,4.6,10,11,83,1800,70,918,,,,106.60,191.88
763,Luxemburg,Samrée,Côte de Bérismenil,6.4,8,9,216,3400,187,148,,,x,40.96,139.27
764,Luxemburg,Samrée,Côte de Dochamps-Est,4.3,9,11,124,2900,90,794,,,,71.35,206.93
765,Luxemburg,Samrée,Côte de Samrée,4.2,8,10,326,7700,200,123,,,x,27.14,208.99
766,Liege,Sart,Les Bansions-Est,6.0,12,13,150,2500,144,350,,,,58.99,147.47
767,Liege,Sart,Les Bansions-Ouest,6.0,15,19,150,2500,178,188,,,,58.99,147.47
768,Liege,Sart,Côte de Cokaifagne,5.0,8,8,211,4200,154,297,,,x,41.93,176.12
769,Liege,Sart,Côte de Neufmarteau,4.8,7,7,152,3200,100,720,,,x,58.21,186.27
770,Liege,Sart,Côte de Solwaster,5.8,10,11,101,1750,107,649,,,,87.60,153.31
771,Liege,Sart,Côte de Tiège,4.6,7,7,120,2600,93,775,,,x,73.73,191.71
772,Namur,Sart-Custinne,Côte de Sart-Custinne,4.4,6,6,149,3400,94,763,,,x,59.38,201.90
773,Namur,Sautour,Côte du Bois de Sautour,6.3,9,11,60,950,70,919,,,,147.47,140.09
774,Liege,Schoenberg,Steigung von Amelscheid,7.3,16,21,102,1400,162,257,,,,86.75,121.44
775,Liege,Schoenberg,Steigung von Eimerscheid,4.5,9,11,134,3000,124,521,,,,66.03,198.09
776,Liege,Schoenberg,Ourberg,7.5,9,11,90,1200,102,698,,,x,98.31,117.97
777,Oost-Vl,Schorisse,Berg Ten Houtte,6.3,12,18,69,1100,83,841,,,,128.23,141.06
778,Namur,Sclayn,Route des Chômeurs,7.2,14,15,86,1200,115,574,,,,102.88,123.46
779,Namur,Sclayn,Tienne aux Grives,9.6,21,30,86,900,179,183,,x,,102.88,92.60
780,Namur,Scy,Ribeaufontaine,7.3,12,13,88,1200,120,548,,,,100.55,120.65
781,Namur,Seilles,La Rochette du Nouveau Monde,20.5,21,27,41,200,154,298,,,,215.80,43.16
782,Luxemburg,Sélange,Chapelle N.-D. de Lösbrück,5.6,12,15,87,1550,113,595,,,,101.70,157.64
783,Hainaut,Séloignes,Côte des Queuwettes,6.0,10,11,48,800,54,978,,,,184.33,147.47
784,Hainaut,Seneffe,Le Sart des Roquettes,3.9,10,11,39,1000,43,999,,,,226.87,226.87
785,Luxemburg,Septon,Côte de Petite-Somme,9.4,13,14,117,1250,193,136,,,,75.62,94.53
786,Luxemburg,Septon,Côte de Septon,5.0,11,12,105,2100,113,596,,x,,84.27,176.96
787,Liege,Seraing,Les Airelles,11.0,17,20,99,900,182,137,,x,,89.37,80.44
788,Namur,Serinchamps,Les Basses,4.7,11,12,128,2700,144,357,,,,69.13,186.64
789,Namur,Silenrieux,Côte de Silenrieux,7.2,9,10,72,1000,79,874,,,,122.89,122.89
790,Hainaut,Silly,Côte de Boucquemont,5.8,10,13,35,600,50,987,,,,252.80,151.68
791,Oost-Vl,Sint-Denijs-Boekel,Molenberg,7.0,12,17,35,500,82,845,,(x),,252.80,126.40
792,Oost-Vl,Sint-Maria-Oudenhove,Berendries,7.2,12,14,65,900,81,855,,,,136.12,122.51
793,Limburg,Sint-Martens-Voeren,Op de Eiken,4.8,9,10,95,2000,91,788,,,,93.14,186.27
794,Limburg,Sint-Martens-Voeren,Helling van Planck,5.8,9,10,92,1600,85,830,,,x,96.17,153.88
795,Luxemburg,Smuid,Côte de Smuid,5.1,10,14,122,2400,138,398,,,,72.52,174.06
796,Liege,Soheit-Tinlot,Le Thier de Scry,9.1,12,13,50,550,76,888,,,,176.96,97.33
797,Liege,Soiron,Côte de Hézée,8.0,14,17,72,900,101,711,,,,122.89,110.60
798,Hainaut,Solré-Saint-Géry,Côte du Pont Crotté,5.0,10,11,80,1600,81,856,,,,110.60,176.96
